county_fips,owner_purchase_originations,minority_originations,lowincome_originations,owner_loan_amount_median,income_median,minority_share,year
18141,3148,463,1335,165000.0,63500.0,0.1470775095298602,2022
18143,323,5,170,175000.0,60000.0,0.0154798761609907,2022
18145,625,36,340,200000.0,71000.0,0.0576,2022
18147,178,7,91,157500.0,61500.0,0.0393258426966292,2022
18149,291,11,138,155000.0,60000.0,0.0378006872852233,2022
18151,410,13,164,185000.0,71000.0,0.0317073170731707,2022
18153,192,4,91,115000.0,56500.0,0.0208333333333333,2022
18155,121,2,50,185000.0,64000.0,0.0165289256198347,2022
18157,2108,276,718,220000.0,77750.0,0.1309297912713472,2022
18159,198,2,85,185000.0,74000.0,0.0101010101010101,2022
18161,72,2,34,155000.0,62000.0,0.0277777777777777,2022
18163,2357,182,1216,150000.0,60000.0,0.0772168010182435,2022
18165,156,3,75,155000.0,64500.0,0.0192307692307692,2022
18167,1101,49,470,135000.0,62000.0,0.0445049954586739,2022
18169,358,8,195,140000.0,56250.0,0.0223463687150838,2022
18171,78,1,34,175000.0,66500.0,0.0128205128205128,2022
18173,1034,55,339,222500.0,87750.0,0.0531914893617021,2022
18175,308,4,145,165000.0,60000.0,0.0129870129870129,2022
18177,747,47,409,135000.0,59000.0,0.0629183400267737,2022
18179,377,8,201,155000.0,59000.0,0.0212201591511936,2022
18181,294,14,135,170000.0,65000.0,0.0476190476190476,2022
18183,512,16,231,185000.0,69250.0,0.03125,2022
19001,47,0,24,185000.0,58000.0,0.0,2022
19003,20,0,12,142500.0,68750.0,0.0,2022
19005,54,8,28,160000.0,66000.0,0.1481481481481481,2022
19007,95,0,42,145000.0,71000.0,0.0,2022
19009,31,0,20,150000.0,67000.0,0.0,2022
19011,300,8,143,175000.0,72500.0,0.0266666666666666,2022
19013,1628,205,827,155000.0,61500.0,0.1259213759213759,2022
19015,374,18,166,165000.0,78000.0,0.0481283422459893,2022
19017,324,4,145,142500.0,72500.0,0.0123456790123456,2022
19019,247,5,123,150000.0,70750.0,0.020242914979757,2022
19021,157,71,73,150000.0,62000.0,0.4522292993630573,2022
19023,169,1,67,145000.0,65000.0,0.0059171597633136,2022
19025,73,3,38,110000.0,62500.0,0.0410958904109589,2022
19027,159,6,92,135000.0,62000.0,0.0377358490566037,2022
19029,87,3,52,155000.0,54000.0,0.0344827586206896,2022
19031,258,6,117,145000.0,78500.0,0.0232558139534883,2022
19033,319,24,179,140000.0,59500.0,0.0752351097178683,2022
19035,90,10,53,135000.0,54000.0,0.1111111111111111,2022
19037,84,2,48,150000.0,60500.0,0.0238095238095238,2022
19039,95,15,40,195000.0,85000.0,0.1578947368421052,2022
19041,169,4,80,155000.0,70000.0,0.0236686390532544,2022
19043,133,4,69,135000.0,66000.0,0.0300751879699248,2022
19045,460,21,212,155000.0,69750.0,0.0456521739130434,2022
19047,126,37,73,120000.0,57250.0,0.2936507936507936,2022
19049,2184,225,620,255000.0,89000.0,0.103021978021978,2022
19051,33,1,15,117500.0,70500.0,0.0303030303030303,2022
19053,59,0,28,125000.0,78000.0,0.0,2022
19055,187,1,73,180000.0,74000.0,0.0053475935828877,2022
19057,359,26,213,145000.0,60000.0,0.0724233983286908,2022
19059,199,4,74,225000.0,89000.0,0.0201005025125628,2022
19061,1194,35,564,185000.0,66000.0,0.0293132328308207,2022
19063,81,3,47,120000.0,58500.0,0.037037037037037,2022
19065,167,3,103,115000.0,55000.0,0.0179640718562874,2022
19067,72,1,43,125000.0,60000.0,0.0138888888888888,2022
19069,56,7,28,125000.0,60000.0,0.125,2022
19071,61,2,32,135000.0,59000.0,0.0327868852459016,2022
19073,72,2,40,105000.0,57500.0,0.0277777777777777,2022
19075,153,1,68,145000.0,67000.0,0.0065359477124183,2022
19077,113,1,61,175000.0,71500.0,0.0088495575221238,2022
19079,123,7,68,130000.0,58000.0,0.056910569105691,2022
19081,64,1,28,130000.0,63000.0,0.015625,2022
19083,148,9,80,112500.0,64750.0,0.0608108108108108,2022
19085,154,2,88,155000.0,67500.0,0.0129870129870129,2022
19087,143,13,65,145000.0,66000.0,0.0909090909090909,2022
19089,20,0,11,125000.0,58000.0,0.0,2022
19091,78,3,37,137500.0,65000.0,0.0384615384615384,2022
19093,52,1,19,125000.0,91000.0,0.0192307692307692,2022
19095,161,2,61,150000.0,72500.0,0.0124223602484472,2022
19097,112,2,56,155000.0,63750.0,0.0178571428571428,2022
19099,531,14,264,165000.0,70000.0,0.0263653483992467,2022
19101,127,11,63,155000.0,70000.0,0.0866141732283464,2022
19103,2165,277,970,247500.0,98000.0,0.1279445727482679,2022
19105,225,4,112,135000.0,65000.0,0.0177777777777777,2022
19107,72,0,53,100000.0,52500.0,0.0,2022
19109,144,3,71,140000.0,64500.0,0.0208333333333333,2022
19111,164,7,91,110000.0,59000.0,0.0426829268292682,2022
19113,3614,287,1654,172500.0,70500.0,0.0794133923630326,2022
19115,76,12,39,140000.0,60500.0,0.1578947368421052,2022
19117,101,2,50,145000.0,58500.0,0.0198019801980198,2022
19119,128,6,58,160000.0,73500.0,0.046875,2022
19121,195,5,91,242500.0,81250.0,0.0256410256410256,2022
19123,193,4,104,140000.0,60000.0,0.0207253886010362,2022
19125,419,8,181,180000.0,68500.0,0.0190930787589498,2022
19127,345,84,190,155000.0,68000.0,0.2434782608695652,2022
19129,203,5,74,235000.0,90000.0,0.0246305418719211,2022
19131,34,1,18,185000.0,69500.0,0.0294117647058823,2022
19133,76,2,30,165000.0,76500.0,0.0263157894736842,2022
19135,50,1,24,135000.0,66500.0,0.02,2022
19137,111,4,66,115000.0,57500.0,0.036036036036036,2022
19139,417,59,164,170000.0,68500.0,0.1414868105515587,2022
19141,98,8,47,155000.0,67500.0,0.0816326530612244,2022
19143,50,3,28,130000.0,61000.0,0.06,2022
19145,176,4,93,115000.0,62000.0,0.0227272727272727,2022
19147,74,2,41,120000.0,55000.0,0.027027027027027,2022
19149,230,15,94,180000.0,72000.0,0.0652173913043478,2022
19151,62,2,40,85000.0,48000.0,0.032258064516129,2022
19153,7644,1077,3639,205000.0,77500.0,0.140894819466248,2022
19155,1048,86,557,172500.0,64000.0,0.08206106870229,2022
19157,210,7,105,155000.0,64000.0,0.0333333333333333,2022
19159,46,0,21,167500.0,72500.0,0.0,2022
19161,50,6,29,115000.0,62750.0,0.12,2022
19163,2456,223,949,170000.0,71000.0,0.0907980456026058,2022
19165,121,5,68,140000.0,66250.0,0.0413223140495867,2022
19167,294,34,144,195000.0,77000.0,0.1156462585034013,2022
19169,896,63,370,237500.0,85000.0,0.0703125,2022
19171,138,15,78,120000.0,59000.0,0.108695652173913,2022
19173,35,4,20,95000.0,53000.0,0.1142857142857142,2022
19175,98,5,60,110000.0,59000.0,0.0510204081632653,2022
19177,25,1,20,102500.0,45750.0,0.04,2022
19179,297,51,192,115000.0,56000.0,0.1717171717171717,2022
19181,971,38,351,240000.0,88750.0,0.03913491246138,2022
19183,311,16,151,195000.0,73250.0,0.0514469453376205,2022
19185,68,0,35,135000.0,64000.0,0.0,2022
19187,410,30,226,125000.0,59000.0,0.073170731707317,2022
19189,74,2,38,130000.0,60000.0,0.027027027027027,2022
19191,72,2,26,195000.0,85500.0,0.0277777777777777,2022
19193,1027,229,457,165000.0,65750.0,0.2229795520934761,2022
19195,50,1,22,135000.0,75000.0,0.02,2022
19197,75,10,37,110000.0,66000.0,0.1333333333333333,2022
20001,75,2,34,105000.0,59000.0,0.0266666666666666,2022
20003,56,2,25,180000.0,63750.0,0.0357142857142857,2022
20005,151,9,64,135000.0,68000.0,0.0596026490066225,2022
20007,29,1,18,70000.0,47500.0,0.0344827586206896,2022
20009,158,22,86,100000.0,59500.0,0.1392405063291139,2022
20011,82,5,41,145000.0,65000.0,0.0609756097560975,2022
20013,70,4,34,135000.0,56000.0,0.0571428571428571,2022
20015,878,49,305,195000.0,85000.0,0.0558086560364464,2022
20017,15,0,8,85000.0,54000.0,0.0,2022
20019,9,0,2,125000.0,87000.0,0.0,2022
20021,185,11,98,125000.0,60000.0,0.0594594594594594,2022
20023,12,0,5,125000.0,77500.0,0.0,2022
20025,18,2,10,95000.0,51500.0,0.1111111111111111,2022
20027,51,3,29,140000.0,58000.0,0.0588235294117647,2022
20029,75,2,36,92500.0,64250.0,0.0266666666666666,2022
20031,51,1,21,170000.0,72500.0,0.0196078431372549,2022
20033,7,0,3,95000.0,65000.0,0.0,2022
20035,316,17,136,115000.0,61500.0,0.0537974683544303,2022
20037,305,21,140,120000.0,59250.0,0.0688524590163934,2022
20039,19,0,8,125000.0,72000.0,0.0,2022
20041,182,4,70,145000.0,69500.0,0.0219780219780219,2022
20043,48,3,21,115000.0,59000.0,0.0625,2022
20045,1206,80,408,245000.0,91250.0,0.066334991708126,2022
20047,15,0,8,82500.0,59500.0,0.0,2022
20049,12,0,1,120000.0,81500.0,0.0,2022
20051,169,12,88,157500.0,62500.0,0.0710059171597633,2022
20053,16,2,6,105000.0,72000.0,0.125,2022
20055,193,89,68,220000.0,76500.0,0.4611398963730569,2022
20057,233,145,78,160000.0,64000.0,0.6223175965665236,2022
20059,306,7,126,185000.0,65750.0,0.022875816993464,2022
20061,577,135,205,155000.0,65000.0,0.2339688041594454,2022
20063,12,1,8,105000.0,50500.0,0.0833333333333333,2022
20065,9,0,6,65000.0,33000.0,0.0,2022
20067,49,13,22,167500.0,94750.0,0.2653061224489796,2022
20069,37,11,16,150000.0,72000.0,0.2972972972972973,2022
20071,8,2,7,90000.0,44000.0,0.25,2022
20073,38,3,14,105000.0,68000.0,0.0789473684210526,2022
20075,11,0,4,145000.0,65000.0,0.0,2022
20077,32,2,19,65000.0,66000.0,0.0625,2022
20079,379,20,184,145000.0,62000.0,0.0527704485488126,2022
20081,19,7,6,145000.0,77000.0,0.3684210526315789,2022
20083,7,0,2,125000.0,76000.0,0.0,2022
20085,140,10,53,195000.0,81000.0,0.0714285714285714,2022
20087,236,5,89,195000.0,78500.0,0.0211864406779661,2022
20089,9,0,7,75000.0,45000.0,0.0,2022
20091,8596,778,1752,335000.0,111000.0,0.0905072126570498,2022
20093,16,5,6,185000.0,65500.0,0.3125,2022
20095,79,2,36,145000.0,66500.0,0.0253164556962025,2022
20097,13,0,7,115000.0,53000.0,0.0,2022
20099,139,5,65,100000.0,59000.0,0.0359712230215827,2022
20101,5,2,2,125000.0,63000.0,0.4,2022
20103,1090,113,393,265000.0,97500.0,0.1036697247706422,2022
20105,6,0,4,80000.0,39000.0,0.0,2022
20107,101,6,54,150000.0,78000.0,0.0594059405940594,2022
20109,19,4,7,115000.0,61000.0,0.2105263157894736,2022
20111,210,40,80,165000.0,72000.0,0.1904761904761904,2022
20113,225,3,96,175000.0,69500.0,0.0133333333333333,2022
20115,79,5,40,120000.0,60000.0,0.0632911392405063,2022
20117,52,2,21,137500.0,73250.0,0.0384615384615384,2022
20119,25,2,15,120000.0,58000.0,0.08,2022
20121,513,28,190,295000.0,108500.0,0.0545808966861598,2022
20123,21,1,11,102500.0,52250.0,0.0476190476190476,2022
20125,270,18,133,85000.0,53750.0,0.0666666666666666,2022
20127,45,1,25,132500.0,68500.0,0.0222222222222222,2022
20129,40,10,25,90000.0,53000.0,0.25,2022
20130,2,1,1,115000.0,229500.0,0.5,2022
20131,83,2,39,155000.0,70000.0,0.0240963855421686,2022
20133,138,4,63,125000.0,60000.0,0.0289855072463768,2022
20135,8,0,4,110000.0,62500.0,0.0,2022
20137,11,0,10,105000.0,51000.0,0.0,2022
20139,171,3,85,145000.0,70000.0,0.0175438596491228,2022
20141,10,0,6,110000.0,43000.0,0.0,2022
20143,41,2,18,167500.0,72750.0,0.048780487804878,2022
20145,48,0,27,87500.0,57000.0,0.0,2022
20147,15,0,10,85000.0,42750.0,0.0,2022
20149,353,22,95,225000.0,97500.0,0.0623229461756373,2022
20151,69,3,26,135000.0,71000.0,0.0434782608695652,2022
20153,8,1,3,75000.0,71000.0,0.125,2022
20155,543,41,232,125000.0,64000.0,0.0755064456721915,2022
20157,22,0,8,125000.0,72000.0,0.0,2022
20159,38,2,15,125000.0,66000.0,0.0526315789473684,2022
20160,12,0,2,470000.0,123000.0,0.0,2022
20161,842,87,336,197500.0,81250.0,0.1033254156769596,2022
20163,22,3,10,105000.0,61500.0,0.1363636363636363,2022
20165,18,0,12,85000.0,53000.0,0.0,2022
20167,36,1,19,130000.0,61500.0,0.0277777777777777,2022
20169,310,36,130,135000.0,60000.0,0.1161290322580645,2022
20171,19,5,14,125000.0,57000.0,0.2631578947368421,2022
20173,6435,913,2709,175000.0,65500.0,0.1418803418803418,2022
20175,144,73,56,135000.0,72000.0,0.5069444444444444,2022
20177,1921,222,889,145000.0,63000.0,0.1155648099947943,2022
20179,6,0,3,155000.0,64000.0,0.0,2022
20181,42,3,17,195000.0,70500.0,0.0714285714285714,2022
20183,16,1,9,125000.0,59500.0,0.0625,2022
20185,23,1,11,110000.0,74250.0,0.0434782608695652,2022
20187,14,4,4,150000.0,72000.0,0.2857142857142857,2022
20189,27,10,12,152500.0,63250.0,0.3703703703703703,2022
20191,255,9,115,120000.0,72500.0,0.0352941176470588,2022
20193,63,1,30,155000.0,65750.0,0.0158730158730158,2022
20195,14,0,7,155000.0,66500.0,0.0,2022
20197,68,3,33,160000.0,65250.0,0.0441176470588235,2022
20199,7,0,3,105000.0,73000.0,0.0,2022
20200,4028,573,1630,315000.0,92500.0,0.1422542204568024,2022
20201,21,1,12,90000.0,63000.0,0.0476190476190476,2022
20203,2,0,2,55000.0,49000.0,0.0,2022
20205,54,3,27,120000.0,84500.0,0.0555555555555555,2022
20207,17,0,8,95000.0,60500.0,0.0,2022
20209,1708,606,1085,165000.0,58500.0,0.3548009367681499,2022
20500,43,21,9,275000.0,113000.0,0.4883720930232558,2022
20600,4,1,2,260000.0,93000.0,0.25,2022
20630,64,6,0,325000.0,109500.0,0.09375,2022
20660,21,2,0,255000.0,90500.0,0.0952380952380952,2022
20680,17,1,5,275000.0,101000.0,0.0588235294117647,2022
20700,9,2,2,357500.0,121250.0,0.2222222222222222,2022
20900,1441,172,466,290000.0,93000.0,0.1193615544760583,2022
20909,1,0,0,265000.0,286000.0,0.0,2022
21000,19,0,7,275000.0,95000.0,0.0,2022
21001,73,0,23,130000.0,58000.0,0.0,2022
21003,305,11,82,190000.0,65500.0,0.0360655737704918,2022
21005,338,14,124,207500.0,77500.0,0.0414201183431952,2022
21007,42,3,11,135000.0,76000.0,0.0714285714285714,2022
21009,473,23,142,180000.0,64500.0,0.0486257928118393,2022
21011,97,3,34,140000.0,53000.0,0.0309278350515463,2022
21013,128,1,51,135000.0,51000.0,0.0078125,2022
21015,2062,220,752,255000.0,83000.0,0.1066925315227934,2022
21017,179,12,98,180000.0,67000.0,0.0670391061452514,2022
21019,513,8,191,135000.0,63000.0,0.0155945419103313,2022
21021,296,5,87,175000.0,68000.0,0.0168918918918918,2022
21023,65,1,41,135000.0,67500.0,0.0153846153846153,2022
21025,49,0,12,105000.0,57000.0,0.0,2022
21027,183,3,69,160000.0,65500.0,0.0163934426229508,2022
21029,1306,125,497,255000.0,79500.0,0.0957120980091883,2022
21031,123,5,36,152500.0,68250.0,0.040650406504065,2022
21033,109,5,38,145000.0,64000.0,0.0458715596330275,2022
21035,295,7,73,185000.0,71000.0,0.023728813559322,2022
21037,1434,61,628,210000.0,78000.0,0.0425383542538354,2022
21039,33,0,15,130000.0,57500.0,0.0,2022
21041,91,7,23,150000.0,65500.0,0.0769230769230769,2022
21043,199,0,53,135000.0,67500.0,0.0,2022
21045,88,2,32,132500.0,54000.0,0.0227272727272727,2022
21047,756,117,258,185000.0,66000.0,0.1547619047619047,2022
21049,459,30,207,195000.0,75750.0,0.065359477124183,2022
21050,6,2,3,240000.0,65500.0,0.3333333333333333,2022
21051,77,0,34,112500.0,56750.0,0.0,2022
21053,30,2,11,107500.0,62500.0,0.0666666666666666,2022
21055,66,3,29,117500.0,52750.0,0.0454545454545454,2022
21057,35,1,11,175000.0,59500.0,0.0285714285714285,2022
21059,1385,77,480,182500.0,64250.0,0.0555956678700361,2022
21061,154,3,57,175000.0,69000.0,0.0194805194805194,2022
21063,37,0,10,125000.0,69500.0,0.0,2022
21065,113,0,45,150000.0,58500.0,0.0,2022
21067,3310,462,1007,245000.0,84000.0,0.1395770392749244,2022
21069,181,0,55,145000.0,64000.0,0.0,2022
21071,201,4,59,130000.0,66500.0,0.0199004975124378,2022
21073,602,52,247,182500.0,67750.0,0.0863787375415282,2022
21075,24,4,13,95000.0,42000.0,0.1666666666666666,2022
21077,95,4,69,160000.0,58500.0,0.0421052631578947,2022
21079,216,10,83,190000.0,69000.0,0.0462962962962962,2022
21081,306,5,68,195000.0,75000.0,0.0163398692810457,2022
21083,301,16,97,160000.0,65750.0,0.0531561461794019,2022
21085,248,3,64,165000.0,65000.0,0.0120967741935483,2022
21087,89,1,26,150000.0,62750.0,0.0112359550561797,2022
21089,418,6,162,135000.0,58500.0,0.0143540669856459,2022
21091,84,1,28,165000.0,76500.0,0.0119047619047619,2022
21093,1468,165,429,235000.0,81000.0,0.1123978201634877,2022
21095,95,1,35,85000.0,58500.0,0.0105263157894736,2022
21097,222,5,78,195000.0,74000.0,0.0225225225225225,2022
21099,154,6,34,170000.0,66750.0,0.0389610389610389,2022
21100,417,41,125,395000.0,107000.0,0.0983213429256594,2022
21101,400,15,191,152500.0,65500.0,0.0375,2022
21103,207,9,90,195000.0,70000.0,0.0434782608695652,2022
21105,23,2,12,125000.0,47000.0,0.0869565217391304,2022
21107,482,21,159,140000.0,65000.0,0.0435684647302904,2022
21109,65,2,20,145000.0,59500.0,0.0307692307692307,2022
21111,10034,2369,4517,197500.0,64500.0,0.2360972692844329,2022
21113,684,40,237,225000.0,80000.0,0.0584795321637426,2022
21115,160,3,46,145000.0,63000.0,0.01875,2022
21117,2536,147,1192,220000.0,82500.0,0.0579652996845425,2022
21119,59,1,16,120000.0,67000.0,0.0169491525423728,2022
21121,186,6,70,145000.0,57000.0,0.032258064516129,2022
21123,150,3,55,175000.0,71000.0,0.02,2022
21125,586,12,179,165000.0,60750.0,0.0204778156996587,2022
21127,101,1,23,137500.0,65500.0,0.0099009900990099,2022
21129,28,1,9,120000.0,66000.0,0.0357142857142857,2022
21131,22,1,6,117500.0,57250.0,0.0454545454545454,2022
21133,89,0,41,80000.0,45750.0,0.0,2022
21135,106,2,36,110000.0,59000.0,0.0188679245283018,2022
21137,238,4,72,165000.0,63500.0,0.0168067226890756,2022
21139,69,3,30,135000.0,56000.0,0.0434782608695652,2022
21141,271,12,71,180000.0,61750.0,0.044280442804428,2022
21143,62,2,25,175000.0,76000.0,0.032258064516129,2022
21145,675,49,224,180000.0,72500.0,0.0725925925925926,2022
21147,84,3,34,117500.0,56000.0,0.0357142857142857,2022
21149,69,1,25,155000.0,75000.0,0.0144927536231884,2022
21151,1239,58,351,215000.0,74000.0,0.0468119451170298,2022
21153,39,0,19,110000.0,44000.0,0.0,2022
21155,172,10,54,165000.0,61000.0,0.0581395348837209,2022
21157,253,5,110,157500.0,69750.0,0.0197628458498023,2022
21159,37,0,11,110000.0,64750.0,0.0,2022
21161,178,10,57,165000.0,75000.0,0.0561797752808988,2022
21163,383,23,110,210000.0,77500.0,0.0600522193211488,2022
21165,66,2,24,140000.0,53000.0,0.0303030303030303,2022
21167,316,10,109,195000.0,71000.0,0.0316455696202531,2022
21169,72,3,30,130000.0,55500.0,0.0416666666666666,2022
21171,82,4,38,125000.0,50250.0,0.048780487804878,2022
21173,353,11,98,175000.0,66000.0,0.0311614730878186,2022
21175,47,0,10,160000.0,83500.0,0.0,2022
21177,251,10,74,135000.0,68250.0,0.0398406374501992,2022
21179,632,28,289,210000.0,66000.0,0.0443037974683544,2022
21181,54,1,16,145000.0,71500.0,0.0185185185185185,2022
21183,195,5,66,140000.0,58750.0,0.0256410256410256,2022
21185,983,55,142,345000.0,119000.0,0.0559511698880976,2022
21187,120,0,33,150000.0,67000.0,0.0,2022
21189,12,0,1,137500.0,91750.0,0.0,2022
21191,153,1,89,180000.0,66500.0,0.0065359477124183,2022
21193,130,2,40,140000.0,62000.0,0.0153846153846153,2022
21195,304,6,77,125000.0,61750.0,0.0197368421052631,2022
21197,104,2,41,145000.0,54500.0,0.0192307692307692,2022
21199,597,19,179,155000.0,65000.0,0.0318257956448911,2022
21201,15,0,6,165000.0,61000.0,0.0,2022
21203,116,2,41,155000.0,66500.0,0.0172413793103448,2022
21205,170,2,29,167500.0,77750.0,0.0117647058823529,2022
21207,124,5,45,155000.0,65000.0,0.0403225806451612,2022
21209,961,62,303,235000.0,83000.0,0.064516129032258,2022
21211,767,97,257,255000.0,93500.0,0.1264667535853976,2022
21213,260,20,82,210000.0,65000.0,0.0769230769230769,2022
21215,320,9,94,277500.0,87250.0,0.028125,2022
21217,175,5,60,155000.0,59500.0,0.0285714285714285,2022
21219,121,7,25,195000.0,76750.0,0.0578512396694214,2022
21220,697,48,248,305000.0,99000.0,0.0688665710186513,2022
21221,153,10,37,195000.0,77000.0,0.065359477124183,2022
21223,96,3,29,185000.0,75500.0,0.03125,2022
21225,72,3,21,120000.0,62000.0,0.0416666666666666,2022
21227,1721,268,471,215000.0,69000.0,0.1557234166182452,2022
21229,98,2,41,162500.0,61000.0,0.0204081632653061,2022
21231,127,2,48,135000.0,56500.0,0.0157480314960629,2022
21233,56,1,11,147500.0,81250.0,0.0178571428571428,2022
21235,287,4,83,155000.0,65000.0,0.0139372822299651,2022
21237,27,1,9,107500.0,63000.0,0.037037037037037,2022
21239,269,22,88,260000.0,77500.0,0.0817843866171003,2022
21300,85,6,18,365000.0,98000.0,0.0705882352941176,2022
21500,96,9,27,385000.0,107000.0,0.09375,2022
21580,1,1,0,245000.0,108000.0,1.0,2022
21640,1,0,0,445000.0,131000.0,0.0,2022
21700,1967,163,512,325000.0,95000.0,0.0828673106253177,2022
21800,30,6,3,267500.0,103000.0,0.2,2022
21850,9,4,0,215000.0,118000.0,0.4444444444444444,2022
21880,9,1,1,285000.0,129000.0,0.1111111111111111,2022
21950,13,2,6,245000.0,76000.0,0.1538461538461538,2022
21980,11,2,4,292500.0,82000.0,0.1818181818181818,2022
21989,2,2,1,195000.0,83500.0,1.0,2022
22001,496,68,145,165000.0,67000.0,0.1370967741935483,2022
22003,161,18,32,155000.0,88500.0,0.1118012422360248,2022
22005,2073,617,665,250000.0,87000.0,0.2976362759286058,2022
22007,135,32,43,155000.0,67000.0,0.237037037037037,2022
22009,259,63,84,135000.0,61000.0,0.2432432432432432,2022
22011,449,47,124,195000.0,75500.0,0.1046770601336302,2022
22013,83,25,20,115000.0,67500.0,0.3012048192771084,2022
22015,2086,472,358,220000.0,72500.0,0.2262703739213806,2022
22017,2311,794,671,165000.0,62000.0,0.343574210298572,2022
22019,2173,384,649,195000.0,74250.0,0.1767142199723884,2022
22021,59,2,8,145000.0,69000.0,0.0338983050847457,2022
22023,47,1,9,182500.0,84250.0,0.0212765957446808,2022
22025,30,8,14,120000.0,56000.0,0.2666666666666666,2022
22027,78,33,19,105000.0,63500.0,0.4230769230769231,2022
22029,104,21,19,117500.0,66750.0,0.2019230769230769,2022
22031,310,70,69,155000.0,68500.0,0.2258064516129032,2022
22033,4989,1703,1934,222500.0,76000.0,0.3413509721387051,2022
22035,18,8,6,85000.0,52000.0,0.4444444444444444,2022
22037,165,29,68,210000.0,77000.0,0.1757575757575757,2022
22039,189,32,38,135000.0,70500.0,0.1693121693121693,2022
22041,77,16,22,115000.0,60000.0,0.2077922077922078,2022
22043,204,21,43,165000.0,72500.0,0.1029411764705882,2022
22045,418,87,124,145000.0,55000.0,0.208133971291866,2022
22047,322,127,75,185000.0,70000.0,0.3944099378881988,2022
22049,89,12,19,125000.0,60500.0,0.1348314606741573,2022
22051,3540,1060,1113,242500.0,76750.0,0.2994350282485876,2022
22053,320,47,65,155000.0,67250.0,0.146875,2022
22055,3705,781,1185,212500.0,72000.0,0.2107962213225371,2022
22057,987,124,272,185000.0,69000.0,0.1256332320162107,2022
22059,100,3,27,135000.0,70000.0,0.03,2022
22061,313,48,47,205000.0,73250.0,0.1533546325878594,2022
22063,2650,583,1260,225000.0,72750.0,0.22,2022
22065,24,11,5,120000.0,62000.0,0.4583333333333333,2022
22067,151,47,36,137500.0,59000.0,0.3112582781456953,2022
22069,255,53,44,185000.0,75000.0,0.2078431372549019,2022
22071,3270,1043,614,305000.0,107500.0,0.318960244648318,2022
22073,1382,311,258,180000.0,69500.0,0.2250361794500723,2022
22075,205,41,22,295000.0,110000.0,0.2,2022
22077,161,32,73,185000.0,79000.0,0.1987577639751552,2022
22079,1246,273,310,165000.0,70500.0,0.2191011235955056,2022
22081,54,23,16,95000.0,56500.0,0.4259259259259259,2022
22083,137,19,32,145000.0,60000.0,0.1386861313868613,2022
22085,188,23,32,155000.0,75000.0,0.1223404255319148,2022
22087,507,201,193,235000.0,68000.0,0.3964497041420118,2022
22089,565,135,152,215000.0,75000.0,0.2389380530973451,2022
22091,90,28,49,125000.0,67000.0,0.3111111111111111,2022
22093,144,46,48,175000.0,73500.0,0.3194444444444444,2022
22095,420,280,190,205000.0,60000.0,0.6666666666666666,2022
22097,636,164,144,137500.0,63750.0,0.2578616352201258,2022
22099,451,94,199,170000.0,67000.0,0.2084257206208425,2022
22101,274,62,64,135000.0,58000.0,0.2262773722627737,2022
22103,4346,842,976,265000.0,91250.0,0.1937413713759779,2022
22105,1759,381,469,195000.0,69000.0,0.2166003411028993,2022
22107,6,5,2,85000.0,47000.0,0.8333333333333334,2022
22109,957,169,301,175000.0,68500.0,0.1765935214211076,2022
22111,168,30,46,150000.0,67750.0,0.1785714285714285,2022
22113,499,58,169,152500.0,67000.0,0.1162324649298597,2022
22115,462,72,98,205000.0,82000.0,0.1558441558441558,2022
22117,264,39,52,155000.0,62000.0,0.1477272727272727,2022
22119,354,63,87,135000.0,63000.0,0.1779661016949152,2022
22121,400,180,192,220000.0,72750.0,0.45,2022
22123,54,5,14,105000.0,56500.0,0.0925925925925925,2022
22125,77,9,23,245000.0,95250.0,0.1168831168831168,2022
22127,68,11,13,160000.0,75000.0,0.1617647058823529,2022
22200,41,4,10,482500.0,110000.0,0.0975609756097561,2022
22300,10,0,4,395000.0,84500.0,0.0,2022
22400,87,8,28,255000.0,99250.0,0.0919540229885057,2022
22750,8,1,0,370000.0,116000.0,0.125,2022
22820,3,2,1,205000.0,94000.0,0.6666666666666666,2022
22900,8,1,4,125000.0,82000.0,0.125,2022
23001,1328,128,431,245000.0,77000.0,0.0963855421686747,2022
23003,602,19,259,135000.0,63250.0,0.0315614617940199,2022
23005,3418,171,900,380000.0,129000.0,0.0500292568753657,2022
23007,271,14,106,187500.0,68250.0,0.051660516605166,2022
23009,489,14,132,255000.0,88000.0,0.0286298568507157,2022
23011,1468,50,473,230000.0,81500.0,0.0340599455040872,2022
23013,378,9,113,250000.0,81250.0,0.0238095238095238,2022
23015,380,11,108,275000.0,97000.0,0.0289473684210526,2022
23017,620,10,181,225000.0,76000.0,0.0161290322580645,2022
23019,1528,45,538,195000.0,72000.0,0.0294502617801047,2022
23021,162,4,67,162500.0,66750.0,0.0246913580246913,2022
23023,405,9,112,310000.0,95250.0,0.0222222222222222,2022
23025,475,13,197,182500.0,64500.0,0.0273684210526315,2022
23027,397,1,96,227500.0,84000.0,0.0025188916876574,2022
23029,307,13,101,165000.0,73500.0,0.0423452768729641,2022
23031,2630,96,776,347500.0,102000.0,0.0365019011406844,2022
24001,617,30,353,132500.0,54500.0,0.0486223662884927,2022
24003,8637,2266,2500,422500.0,118250.0,0.262359615607271,2022
24005,9076,3081,4164,305000.0,88000.0,0.3394667254297047,2022
24009,1468,253,444,380000.0,117000.0,0.1723433242506812,2022
24011,400,48,124,275000.0,84000.0,0.12,2022
